sentence_id,CUI,level_1,level_2,level_3
78,C0425083,0,0,1
78,C0235198,0,0,1
78,C0231403,0,0,1
78,C0278140,0,0,1
78,C1443924,0,0,1
78,C0234019,0,0,1
78,C0424528,0,0,1
78,C0413862,0,0,1
78,C0041755,0,0,1
78,C0557455,0,0,1
78,C0231403,0,0,1
78,C0577477,0,0,1
79,C0560765,0,0,1
79,C0860645,0,0,1
79,C0314719,0,0,1
79,C3839824,0,0,1
79,C0424528,0,0,1
79,C0241633,0,0,1
79,C0578994,0,0,1
79,C0578994,0,0,1
79,C0149745,0,0,1
79,C0423564,0,0,1
79,C0235234,0,0,1
80,C0027497,1,0,0
80,C0424565,0,1,0
80,C0003467,1,0,0
80,C0424444,0,0,1
80,C0392674,1,0,0
80,C3887605,0,0,1
80,C0037320,0,0,1
81,C0392171,0,0,1
81,C0392171,0,0,1
81,C0392171,0,0,1
81,C0424528,0,0,1
82,C0424565,0,0,1
82,C0560765,0,0,1
82,C0456820,0,0,1
82,C0520947,0,0,1
82,C0392171,0,0,1
82,C0392171,0,0,1
82,C0392171,0,0,1
82,C0424336,0,0,1
82,C0425736,0,0,1
82,C0178417,0,0,1
82,C0424528,0,0,1
83,C2981158,0,0,1
83,C0456820,0,0,1
83,C0424091,0,0,1
83,C0011860,0,0,1
83,C0582093,0,0,1
84,C0233408,0,0,1
84,C0233408,0,0,1
84,C0424336,0,0,1
84,C0233408,0,0,1
84,C0413862,0,0,1
84,C0041755,0,0,1
84,C1562291,0,0,1
85,C0413862,0,0,1
85,C0041755,0,0,1
86,C0233408,0,0,1
86,C0233408,0,0,1
86,C0424336,0,0,1
86,C0424336,0,0,1
86,C0563146,0,0,1
86,C0233408,0,0,1
86,C0239832,0,0,1
86,C0578673,0,1,0
86,C0239833,0,0,1
86,C0575805,0,0,1
87,C0542476,1,0,0
88,C0344315,0,0,1
90,C0560765,0,0,1
90,C0438696,1,0,0
90,C0234019,0,0,1
90,C0424528,0,0,1
91,C0027497,1,0,0
91,C0086769,0,0,1
91,C0086769,0,0,1
91,C0003467,1,0,0
91,C0231403,1,0,0
91,C0522365,0,0,1
91,C0231403,1,0,0
91,C0030318,1,0,0
91,C0278140,0,0,1
91,C1443924,0,0,1
91,C0037320,0,0,1
91,C0231403,1,0,0
92,C0011860,0,0,1
93,C4075722,0,0,1
93,C0028081,0,0,1
93,C0030252,1,0,0
93,C0037320,0,0,1
93,C0424112,0,0,1
94,C0086769,0,0,1
94,C0086769,0,0,1
94,C0560765,0,0,1
94,C4075722,0,0,1
94,C0028081,0,0,1
94,C0030318,1,0,0
94,C0030252,1,0,0
94,C0424528,0,0,1
94,C0583786,0,0,1
94,C0037320,0,0,1
94,C1562291,0,0,1
95,C0003467,1,0,0
95,C0560765,0,0,1
95,C0016382,0,0,1
95,C0424444,0,0,1
95,C0235239,0,0,1
95,C0344375,0,0,1
95,C0221512,0,0,1
95,C0424528,0,0,1
95,C0235309,0,0,1
95,C0577027,0,0,1
96,C0560765,0,0,1
96,C3164199,0,0,1
96,C0556385,0,0,1
96,C0151474,0,0,1
96,C0001973,0,0,1
96,C0424528,0,0,1
97,C0558066,0,0,1
97,C0438696,1,0,0
97,C0563158,0,0,1
97,C0554978,0,0,1
97,C0455204,0,0,1
97,C0563168,0,0,1
97,C0522178,0,0,1
97,C0036104,1,0,0
98,C0560765,0,0,1
98,C0456820,0,0,1
98,C0425736,0,0,1
99,C0558066,0,0,1
99,C0438696,1,0,0
99,C0563158,0,0,1
99,C0554978,0,0,1
99,C0234019,0,0,1
99,C0455204,0,0,1
99,C0563168,0,0,1
99,C0522178,0,0,1
100,C0003467,1,0,0
100,C0917801,1,0,0
100,C0237314,0,0,1
100,C0438696,1,0,0
100,C0156404,0,0,1
101,C0030193,1,0,0
101,C0564820,0,0,1
101,C0023222,0,0,1
101,C0564821,0,0,1
101,C0221785,0,0,1
101,C0239377,0,0,1
102,C0016382,0,0,1
103,C0003467,1,0,0
103,C0424444,0,1,0
103,C0006325,0,1,0
103,C0028081,0,0,1
103,C0677660,0,0,1
103,C1821572,0,0,1
103,C0028084,1,0,0
103,C0278210,0,0,1
103,C0425101,0,0,1
103,C0555026,0,0,1
103,C0557878,0,0,1
104,C0560765,0,0,1
104,C0006325,0,1,0
104,C0234019,0,0,1
104,C0424528,0,0,1
104,C1562291,0,0,1
105,C0560765,0,0,1
105,C4075722,0,0,1
105,C0028081,0,0,1
105,C0234019,0,0,1
105,C0424528,0,0,1
105,C0037320,0,0,1
105,C0341117,0,0,1
107,C0086769,1,0,0
107,C0086769,1,0,0
107,C0003467,1,0,0
107,C0231403,0,1,0
107,C0522365,0,0,1
107,C0033893,0,0,1
107,C0033893,0,0,1
107,C0424444,0,0,1
107,C0234022,0,0,1
107,C0018681,1,0,0
107,C0234238,1,0,0
107,C0231403,0,1,0
107,C0030318,1,0,0
107,C0278140,0,0,1
107,C0043387,1,0,0
107,C0040822,1,0,0
107,C1443924,0,0,1
107,C0424166,0,0,1
107,C0233998,0,0,1
107,C0700031,0,0,1
107,C0234019,0,0,1
107,C0425769,0,0,1
107,C0425766,0,0,1
107,C0424095,0,0,1
107,C0583786,0,0,1
107,C0037320,0,0,1
107,C0877781,0,0,1
107,C0037195,0,0,1
107,C0231403,0,1,0
108,C0425736,0,0,1
109,C0560765,0,0,1
109,C1827663,0,0,1
109,C0234019,0,0,1
109,C0424528,0,0,1
109,C0233492,1,0,0
110,C0000765,0,0,1
110,C0231403,0,0,1
110,C0522365,0,0,1
110,C0037763,0,0,1
110,C0557875,1,0,0
110,C0392171,0,0,1
110,C0281856,0,0,1
110,C0234238,1,0,0
110,C0392171,0,0,1
110,C0392171,0,0,1
110,C0231403,0,0,1
110,C0278140,0,0,1
110,C0232292,0,0,1
110,C0232292,0,1,0
110,C1443924,0,0,1
110,C0344375,1,0,0
110,C0221512,0,0,1
110,C0005911,0,0,1
110,C0008031,0,0,1
110,C0008031,0,0,1
110,C0424528,0,0,1
110,C0235309,0,0,1
110,C0577027,0,0,1
110,C0578994,0,0,1
110,C0578994,0,0,1
110,C0149745,0,0,1
110,C0423564,0,0,1
110,C0026821,0,0,1
110,C0026821,1,0,0
110,C0242979,0,0,1
110,C0242979,0,0,1
110,C0578026,0,0,1
110,C0015967,0,0,1
110,C0268000,0,0,1
110,C0231403,0,0,1
110,C0011860,0,0,1
110,C0423636,0,0,1
111,C0011860,0,0,1
112,C0000765,0,0,1
112,C0000765,0,0,1
112,C0558066,0,0,1
112,C0003467,1,0,0
112,C0043094,0,0,1
112,C0043094,0,0,1
112,C0033893,0,0,1
112,C0033893,0,0,1
112,C0497247,0,0,1
112,C0497247,0,0,1
112,C0018681,1,0,0
112,C0234238,1,0,0
112,C0438696,1,0,0
112,C0042023,0,0,1
112,C0563158,0,0,1
112,C0554978,0,0,1
112,C0563146,0,0,1
112,C0877781,0,0,1
112,C0455204,0,0,1
112,C0233632,0,0,1
112,C0563168,0,0,1
112,C0239978,0,0,1
112,C1562291,0,0,1
112,C0037195,0,0,1
112,C0522178,0,0,1
113,C0000765,0,0,1
113,C0000765,0,0,1
113,C0003467,1,0,0
113,C0043094,1,0,0
113,C0043094,1,0,0
113,C0023380,1,0,0
113,C0456814,0,0,1
113,C0558078,0,0,1
113,C0020175,1,0,0
113,C0424166,0,0,1
113,C0424095,0,0,1
114,C0456820,0,0,1
114,C0015672,1,0,0
114,C0178417,0,0,1
114,C0424528,0,0,1
114,C0242979,0,0,1
114,C0242979,0,0,1
115,C0701810,0,0,1
115,C0701810,0,0,1
116,C0560765,0,0,1
116,C0234022,0,0,1
116,C0456820,0,0,1
116,C0233998,0,0,1
116,C0234019,0,0,1
116,C0425769,0,0,1
116,C0425766,0,0,1
116,C0425082,0,0,1
117,C0560765,0,0,1
117,C0234238,1,0,0
117,C0344375,0,0,1
117,C0016770,1,0,0
117,C0221512,0,1,0
117,C0424528,0,0,1
117,C0235309,0,0,1
117,C0577027,0,0,1
117,C1562291,0,0,1
117,C0011860,0,0,1
118,C0424565,0,0,1
118,C0560765,0,0,1
118,C0425736,0,0,1
118,C0424528,0,0,1
118,C0558127,0,0,1
119,C0424565,0,1,0
119,C0003467,1,0,0
119,C0033893,0,0,1
119,C0033893,0,0,1
119,C0018681,1,0,0
119,C0015672,1,0,0
119,C0234238,1,0,0
119,C3887605,0,0,1
119,C0344375,0,0,1
119,C0221512,0,0,1
119,C0009806,1,0,0
119,C0235309,0,0,1
119,C0577027,0,0,1
119,C0037320,0,0,1
119,C0424366,0,0,1
119,C0877781,0,0,1
119,C0026821,1,0,0
119,C0242979,0,0,1
119,C0242979,0,0,1
119,C0037195,0,0,1
119,C0522178,0,0,1
121,C0558066,0,0,1
121,C0344315,0,0,1
121,C0085633,1,0,0
121,C0564408,0,0,1
121,C0235198,0,0,1
121,C0438696,1,0,0
121,C0022107,0,0,1
121,C0563158,0,0,1
121,C0554978,0,0,1
121,C0235146,0,0,1
121,C0233479,0,0,1
121,C0455204,0,0,1
121,C0563168,0,0,1
121,C0522178,0,0,1
121,C0241934,0,0,1
122,C0560765,0,0,1
122,C0424528,0,0,1
123,C0000765,0,0,1
123,C0000765,0,0,1
123,C0043094,1,0,0
123,C0043094,1,0,0
123,C0497247,0,0,1
123,C0042023,0,0,1
123,C0178417,0,0,1
123,C0239978,0,0,1
124,C0425082,0,0,1
125,C0424565,0,0,1
125,C0425736,0,0,1
125,C0424528,0,0,1
126,C0425736,0,0,1
126,C0497406,1,0,0
127,C2981158,0,0,1
127,C0178417,0,0,1
127,C0019993,0,0,1
127,C4275267,0,0,1
127,C1562291,0,0,1
127,C0424091,0,0,1
128,C2981158,0,0,1
128,C0178417,0,0,1
128,C0583786,0,0,1
128,C0424091,0,0,1
129,C0234019,0,0,1
130,C0030193,1,0,0
130,C0413862,0,0,1
130,C0564820,0,0,1
130,C0041755,0,0,1
130,C0023222,0,0,1
130,C0564821,0,0,1
130,C0221785,0,0,1
130,C0577477,0,0,1
130,C0239377,0,0,1
131,C0027497,1,0,0
131,C0033893,0,0,1
131,C0033893,0,0,1
131,C0018681,1,0,0
131,C0860645,0,0,1
131,C0344320,0,0,1
131,C0234238,1,0,0
131,C0178417,0,0,1
131,C0234019,0,0,1
131,C0558127,0,0,1
131,C0877781,0,0,1
131,C0037195,0,0,1
132,C0578673,0,0,1
134,C0424565,0,0,1
134,C0557875,1,0,0
134,C0022107,0,0,1
134,C0022107,0,0,1
134,C1283330,0,0,1
134,C0022104,0,0,1
134,C0022104,0,0,1
134,C0425101,0,0,1
134,C0424142,0,0,1
134,C0424142,0,0,1
135,C0678798,0,0,1
135,C0678798,0,0,1
135,C3164199,0,0,1
135,C0413862,0,0,1
135,C0413862,0,0,1
135,C0569700,0,0,1
135,C0041755,0,0,1
135,C0041755,0,0,1
136,C0027497,1,0,0
136,C0012833,1,0,0
136,C2981158,0,0,1
136,C0522365,0,0,1
136,C0560765,0,0,1
136,C0042571,0,0,1
136,C0425083,0,0,1
136,C0751908,0,0,1
136,C0033893,0,0,1
136,C0033893,0,0,1
136,C0424444,0,0,1
136,C0456820,0,0,1
136,C0018681,1,0,0
136,C0234238,1,0,0
136,C0012833,1,0,0
136,C0012833,1,0,0
136,C0456814,0,0,1
136,C0558078,0,0,1
136,C0425736,0,0,1
136,C0220870,0,0,1
136,C0424528,0,0,1
136,C0522179,0,0,1
136,C0583786,0,0,1
136,C0877781,0,0,1
136,C0239511,0,0,1
136,C0578994,0,0,1
136,C0578994,0,0,1
136,C0149745,0,0,1
136,C0423564,0,0,1
136,C1562291,0,0,1
136,C0557455,0,0,1
136,C0037195,0,0,1
136,C0424091,0,0,1
136,C0395922,0,0,1
136,C0582093,0,0,1
137,C3536730,1,0,0
137,C0578673,0,0,1
137,C0038506,0,0,1
137,C0011860,0,0,1
138,C0560765,0,0,1
138,C0033893,0,0,1
138,C0033893,0,0,1
138,C0018681,1,0,0
138,C0234238,1,0,0
138,C0424528,0,0,1
138,C0583786,0,0,1
138,C0877781,0,0,1
138,C0578994,0,0,1
138,C0037195,0,0,1
139,C0033893,0,0,1
139,C0033893,0,0,1
139,C0018681,1,0,0
139,C0392171,0,0,1
139,C0234238,1,0,0
139,C0392171,0,0,1
139,C0392171,0,0,1
139,C0424528,0,0,1
139,C0877781,0,0,1
139,C0037195,0,0,1
140,C0413862,0,0,1
140,C0583786,0,0,1
140,C0041755,0,0,1
142,C0033893,0,0,1
142,C0033893,0,0,1
142,C0018681,1,0,0
142,C0234238,1,0,0
142,C0877781,0,0,1
142,C0037195,0,0,1
144,C0424336,0,0,1
144,C0036973,0,0,1
144,C3472701,0,0,1
144,C0424158,0,0,1
145,C0344315,0,0,1
145,C4074971,0,0,1
145,C0583786,0,0,1
145,C0424112,0,0,1
145,C0424110,0,0,1
146,C0424565,0,0,1
146,C4075722,0,0,1
146,C0015672,1,0,0
146,C0557875,0,0,1
146,C0028081,0,0,1
146,C1283330,0,0,1
146,C0583786,0,0,1
146,C0037320,0,0,1
146,C0425101,0,0,1
146,C0424142,0,0,1
146,C0424142,0,0,1
147,C0424565,0,0,1
147,C0425736,0,0,1
147,C0423044,0,0,1
148,C0018616,1,0,0
148,C0234238,1,0,0
149,C0344315,0,0,1
149,C0425736,0,0,1
150,C0344315,0,0,1
150,C0085633,0,0,1
150,C0564408,0,0,1
150,C0022107,0,0,1
150,C0235146,0,0,1
150,C0234019,0,0,1
150,C0233479,0,0,1
150,C0241934,0,0,1
151,C0234019,0,0,1
152,C0560765,0,0,1
152,C0424528,0,0,1
152,C0413862,0,0,1
152,C0041755,0,0,1
153,C0344315,0,0,1
153,C0085633,0,0,1
153,C0564408,0,0,1
153,C0022107,0,0,1
153,C0235146,0,0,1
153,C0233479,0,0,1
153,C0241934,0,0,1
154,C0000765,0,0,1
154,C0000765,0,0,1
154,C0043094,1,0,0
154,C0043094,1,0,0
155,C0424565,0,0,1
155,C0560765,0,0,1
155,C1283330,0,0,1
155,C0011124,0,0,1
155,C1821572,0,0,1
155,C0234019,0,0,1
155,C1262477,0,0,1
155,C0424528,0,0,1
155,C0425101,0,0,1
155,C0578994,0,0,1
155,C0578994,0,0,1
155,C0149745,0,0,1
155,C0423564,0,0,1
155,C0424142,0,0,1
